type,year,authors,title,venue
communications,2002,Suh Jeonyon,Reconsideration of korean suffixes -ass/eoss/ss- and -teo-,"Proceedings of the ICKL 2002, actes du colloque « International Circle of Korean Linguistics », Oslo, Norvège, 8-11 juillet"
communications,2002,Zarri Gian Piedro,"Indexing and Querying of Narrative Documents, a Knowledge Representation Approach",Proceedings of the VII International Conference of the ISKO International Society for Knowledge Organization. Granada (Spain): Faculty of Library and Information Science of the University of Granada
communications,2002,Zarri Gian Piedro,Semantic Web and Knowledge Representation,"Database and Expert Systems Applications — Proceedings of the 13th International Conference, DEXA02, Min Tjoa, A., and Wagner, R.R., eds. Los Alamitos (CA): IEEE Computer Society Press"
communications,2002,"Zhang Yanduo, Zhang Mimi",Development of Robot Soccer Simulation Match System Based on Artificial Life,"FIRA Robot World Cup, Corée, 23-29 Mai, 2001"
communications,2001,Abraham Maryvonne,Palliative communication for cerebral palsy,"congrès ICCOR, Evry"
communications,2001,"Amghar Tassadit, Battistelli Delphine, Charnois Thierry","Représenter le temps en langue dans le formalisme des graphes conceptuels, une approche baséee sur les schèmes sémantico-cognitifs","TALN 2001, Tours, 2-5 juillet, [ ]"
communications,2001,"Amghar Tassadit, Charnois Thierry, Battistelli Delphine",Aspecto-temporal Data and Lexical Representations in French within Simple Conceptual Graphs – An approach based on Semantico-Cognitive Schemes,"ICCS01 (International Conference on Conceptual Structures, Stanford University, Palo Alto, California, U.S.A."
communications,2001,"Ben Hazez Slim, Desclés Jean-Pierre, Minel Jean-Luc",Modèle d'exploration contextuelle pour l'analyse sémantique de textes,"TALN 2001, Tours, 2-5 juillet, 73-82 [ ]"
communications,2001,"Couto Javier, Crispino Gustavo, Minel Jean-Luc",ContextO: una plataforma informática para la extracción de información y el resumen automático de textos,"SLPLT-2 - Second International Workshop on Spanish Language Processing and Language Technologies, Jaén, España"
communications,2001,"Desclés Jean-Pierre, Gwiedezka Ewa, Montes-Redon Azucena",Towards invariant meanings of spatial prepositions and preverbs,"ACL-2001 Workshop on Temporal, Spatial Information Processing, Toulouse, 7 juillet, 17-24 [ ]"
communications,2001,"Ferret Olivier, Grau Brigitte, Minel Jean-Luc, Porhiel Sylvie",Repérage de structures thématiques dans des textes,"TALN 2001, Tours, 163-172"
communications,2001,"Grassi M, Malcuori M, Couto Javier, Prada J J, Wonsever Dina",Corpus informatizado: textos del español del Uruguay (CORIN),"International Workshop on Spanish Language Processing and Language Technologies, Jaén, España"
communications,2001,Gwiazdecka Ewa,Towards topological value of Polish perfectivizing preverb,"Proceedings of Perspectives on Aspect , UiL-OTS, Utrecht, 12-14 décembre"
communications,2001,Ibrahim Amr Helmy,Pour réduire la métalangue dans la terminologie linguistique: la redondance,"Métalangage et terminologie linguistique, (Bernard Colombat &amp; Marie Savelli éd.) Actes du colloque international de Grenoble, ORBIS / SUPLLEMENTA, Leuven / Paris: Peeters, 209-223"
communications,2001,Jaccarini André,Quelques opérations sur les langages engendrés par les opérateurs syntaxiques,Anlsl
communications,2001,Jeanneret Yves,"Y a-t-il vraiment des nouvelles technologies ? Prospective, de CyberWorld à Platon","colloque Médiation des savoirs, des langues et des cultures : quelles perspectives pour les nouvelles technologies ?, Université dAthènes"
communications,2001,Le Priol Florence,"Identification, interprétation et représentation de relations sémantiques entre concepts","TALN 2001, Tours, 2-5 juillet, 379-384 [ ]"
communications,2001,"Nava Maria, Garcia Daniela",Automatic hypertext information retrieval in a corporate memory using noun phrases in context,"RANLP 2001, Tzigov Chark, Bulgarie, [ ]"
communications,2001,Park Wonsil,How to represent the semantics of verbs? - examples in Korean and in French,"International Conference ASIALEX 2001, Université de Yonsei, Séoul"
communications,2001,Park Wonsil,"Ladjectif, un verbe détat ? : une représentation cognitive des adjectifs coréens et français","Colloque International L'adjectif en français et à travers diverses langues, Université de Caen"
communications,2001,"Park Wonsil, Abraham Maryvonne",Acquisition of Causal Information from Medical Documents in French for Experts,"World Congress on Medical Physics and Biomedical Engineering, Istanbul"
communications,2001,Schwer Sylviane R.,Temporal Granularity Enlightened by Knowledge : Natural Language Processing and Information Systems,"5th International Conference on Applications of Natural Language to Information Systems, NLDB 2000, Versailles, France, 28-30 juin 2000"
communications,2001,Zarri Gian Piedro,A Knowledge Engineering Approach to Deal with Narrative Multimedia Documents,"Preliminary Proceedings of the Andrei Ershov Fourth International Conference — Perspectives of System Informatics. Novosibirsk: Siberian Branch of the Russian Academy of Sciences, 2000"
communications,2000,"Armani, B., Bertino, E., Catania, B., Laradi, D., Marin, B., and Zarri Gian Piedro",Repository Management in an Intelligent Indexing Approach for Multimedia Digital Librarie,"Foundations of Intelligent Systems — Proceedings of 12th International Symposium on Methodologies for Intelligent Systems, ISMIS00, Ras, Z.W., and Ohsuga, S., eds. (Lectures Notes in Artificial Intelligence 1932). Berlin: Springer-Verlag."
communications,2000,"Battistelli Delphine, Desclés Jean-Pierre",Faut-il simplement «aménager» la classification de Vendler ou labandonner ?,"Chronos 4, Nice, 2-4 mai"
communications,2000,"Ben Hazez Slim, Minel Jean-Luc",Designing Tasks of Identification of Complex Linguistics Patterns used for Text Semantic Filtering,"RIAO, [ ]"
communications,2000,Caraty Marie-Jo &amp; Montacié Claude.,"TeraSpeech2000, a 10.000 speaker database","International Conference on Spoken Language Processing «, Beijing, Chine, 989-992"
communications,2000,Desclés Jean-Pierre,"Représentations cognitives, schèmes énonciatifs et scèmes prédicatifs","Colloque international ""linguistique française : nouvelles approches"", Université de Trömse, [ ]"
communications,2000,Desclés Jean-Pierre,Interdisciplinarité et unité de la science,"Annual Meeting of the International Academy of the Philosophy of Science, Copenhague, Danemark, 31 mai - 3 juin 2000, 107-123 [ ]"
communications,2000,Ibrahim Amr Helmy,Constantes et variables de la grammaire des supports dans quelques langues romanes,"Actes du XXIIe Congrès international de Linguistique et de Philologie romanes, Vol. VI, De la grammaire des formes à la grammaire du sens, Tübingen: Max Niemeyer Verlag, 241-250"
communications,2000,"McNaught, J., Black, W.J., Rinaldi, F., Bertino, E., Brasher, A., Deavin, D., Catania, B., Silvestri, D., Armani, B., Leo, P., Persidis, A., Semeraro, G., Esposito, F., Candela, V., Zarri Gian Piedro., Gilardoni, L",Integrated Document and Knowledge Management for the Knowledge-Based Enterprise,"Proceedings of the PAKeM 2000, Practical Applications of Knowledge Management. Blackpool: The Practical Application Company"
communications,2000,"Montacié Claude, Caraty Marie-Jo",Structural Framework for Combining Speaker Recognition Methods,"International Conference on Spoken Language Processing, Beijing, Chine, 479-482"
communications,2000,"Mourad Ghassan, Minel Jean-Luc","Filtrage sémantique du texte, le cas de la citation","CIDE, Lyon, juillet, 41-56 [ ]"
communications,2000,Park Wonsil,A Causal Based Filtering System : Analysis of Medical Documents,"World Congress on Medical Physics and Biomedical Engineering, Chicago"
communications,2000,"Park Wonsil, Abraham Maryvonne",Structurer la polysémie verbale : lexemple du verbe pousser,"Colloque International La Polysémie, Université de Paris4-Sorbonne, Paris"
communications,2000,"Pascu Anca., Cardot Jérome., Carpentier François-Gilles, Desclés Jean-Pierre",Une sémantique de Kripke pour la Logique de Détermination dObjets,"6th Barcelona Logic Meeting, Barcelone, 7-10 juillet"
communications,2000,Zarri Gian Piedro,A Conceptual Model for Implementing Metadata con the Web,"Proceedings of CRIS 2000, Current Research Information Systems in Europe: Knowledge at Work, Research Information for Society. Office for Official Publications of the European Communities, Luxembourg"
communications,2000,Zarri Gian Piedro,"Implementing Metadata on the Web: A Conceptual, NKRL-based Approach","Proceedings of the 20th SGES International Conference on Knowledge Based Systems and Applied Artificial Intelligence, Bramer, M., Preece, A., and Coenen, F., eds. London: Springer-Verlag, 1999"
communications,1999,Abraham Maryvonne,"ALEx, une machine à parler à partir d’icônes destinée à des enfants IMC aphasiques","JILA'99 (Journées Internationales de Linguistique Appliquée), [ ]"
communications,1999,"Battistelli Delphine, Desclés Jean-Pierre",Modalités d'action et raisonnements aspecto-temporels,"Actes VEXTAL'99 (Venezia per il trattamento automatico delle lingue), Venise, 22-24 novembre 1999, 351-359"
communications,1999,"Battistelli Delphine, Valliez Cyril",The problem of the transfer between verbal and iconic representations : theoretical stake and practical applications,HCP'99 (Human Centered Processes - 10th Mini EURO Conference)
communications,1999,"Ben Hazez Slim, Desclés Jean-Pierre",BDContext : un système de gestion de connaissances linguistiques orienté vers le filtrage sémantique et la fouille de ; textes,CIDE'99 (2e Colloque International sur le Document Électronique)
communications,1999,"Crispino Gustavo, Ben Hazez Slim, Minel Jean-Luc",Architecture logicielle de Context ; plate-forme d’ingénierie linguistique,TALN 99
communications,1999,"Crispino Gustavo, Desclés Jean-Pierre, Ben Hazez Slim, Minel Jean-Luc, Mourad Ghassan",ContextO : una plataforma de ingeniería lingüística orientada al filtrado semántico de textos (Resumen para ; demostración),"XV CONGRESO DE LA SEPLN, Sociedad Española para el Procesamiento del Lenguaje Natural, Universitat de Lleida, España, [ ]"
communications,1999,Desclés Jean-Pierre,"Combinatory Logic, Language and Cognitive Representations","International Meeting on Alternative Logics in Sciences, Académie internationale de philosophe des sciences"
communications,1999,"Desclés Jean-Pierre, Guentchéva Zlatka",Quantification without Bound variables,"Colloque Free variable Semantics, Université d'Onasbrück, Allemagne,, septembre1996"
communications,1999,Djioua Brahim,Semantico-cognitive representation of meanings application to verbal polysemy,"HCP'99 Human Centered Processes - 10th Mini EURO Conference, [ ]"
communications,1999,Djioua Brahim,DISCC : Un outil de construction et d'utilisation d'une Base de Connaissances Sémantico-Cognitives des verbes,"TALN 99, [ ]"
communications,1999,"Garcia Daniela, Picard Marie-Luce",Aporte del dominio de la terminología a la producción y consulta de documentos ; (Démonstración de herramientas y de ; systemas applicativos),"XV CONGRESO DE LA SEPLN, Sociedad Española para el Procesamiento del Lenguaje Natural, Universitat de Lleida, España, [ ]"
communications,1999,Goujon Bénédicte,VIGITEXT : Information Extraction for Competitive Intelligence,"HCP'99 (Human Centered Processes - 10th Mini EURO Conference), [ ]"
communications,1999,Le Priol Florence,A data processing sequence to extract terms and semantics relations between terms,"HCP’99 (Human Centered Processes - 10th Mini EURO Conference), 241-248 [ ]"
communications,1999,Mourad Ghassan,Rôle de la typographie dans la segmentation de textes,"JILA'99 (Journées Internationales de Linguistique Appliquée), 203-206 [ ]"
communications,1999,Mourad Ghassan,La segmentation de textes par l'étude de la ponctuation,"CIDE'99 (2e Colloque International sur le Document Électronique), 155-171 [ ]"
communications,1999,"Nait-Baha Leila, Jackiewicz Agata, Djioua Brahim",Reformulation de requêtes pour la collecte d’informations sur le Web à partir de points de vue : premiers résultats,"ISKO 99, [ ] 1998"
communications,1998,"Battistelli Delphine, Cyril Valliez, Brahim Djioua",Représenter un texte par une séquence d’images,"Assises des réseaux de sciences cognitives, Collège de France, Paris, 20 octobre 1998, poster"
communications,1998,"Battistelli Delphine, Desclés Jean-Pierre",Modalités d'action et inférences,CHRONOS (Troisième Colloque)
communications,1998,"Battistelli Delphine, Desclés Jean-Pierre",Modalités d'action et inférences,"Colloque Chronos 3, Valenciennes, 29-30 octobre 1998"
communications,1998,"Desclés Jean-Pierre, Guentchéva Zlatka",Non Fregean Approach of Quantification in Natural Languages,"International Meeting on Language and Artificial Intelligence, Fortaleza, Brasil"
communications,1998,Garcia Daniela,"Exploitation, pour l’élaboration de requêtes de filtrage de textes, des connaissances causales détectées par COATIS","Rifra’98 (Rencontre internationale sur le Filtrage et le Résumé automatique), [ ]"
communications,1998,Maire-Reppert Danièle,La dimension textuelle du calcul des valeurs sémantiques du présent de l'indicatif,"CHRONOS (Troisième Colloque), 1997"
communications,1997,Battistelli Delphine,Articulation des catégories lexicale et grammaticale du temps et de l’aspect dans un texte,"Actes Colloque Chronos 2, Bruxelles, 9-11 janvier 1997, 2 pages"
